Bing7777777,aaranshu2016,foobar,0LA AUTOCONNECT TT3S0,Psan,happylokayogaclasses,MOBIAN,Chandra Row3,0LA AUTOCONNECT Q8YPQ,lotus 4th floor 411,0LA AUTOCONNECT Q252F,Lotus pg 5th Floor,Debasree,RP,0LA AUTOCONNECT DVLVG,MADDY,JioFi2_0EBFBA,Nikhilsai 2nd floor extn,207_1,207_3,Lotus G15,0LA AUTOCONNECT H0GH4,Airtel_Zerotouch,Lotus602,iPhone,Amaravathipg2,Lotus 2nd floor 1,0LA AUTOCONNECT 367HQ,Balki_2AE3,Home-Airtel-2_5G,JP4F 2,Lotus1stfloorg11,manepalli,Lotus2ndfloor211,DIxG-Q1A4Njc2X0kwMg,0LA AUTOCONNECT 6NDRN,EverGreen,Karthikbangalore,Crack_Nozzle,Lotus second floor 202,Lotus6thfloor611,Lotus6thfloor615,Lotus4thfloor1,DIRECT-LRLABR3IUPGTmsGH,Ankur,vipin,D-Link_DIR-615,Deepak,Home-Airtel-2,Lalitha,MGMNT,Lotus pg basement,Home-Airtel,virus,Amaravathi pg4,AndroidAP,susheelaa,Dekhle_Hobe_khorcha_Aache!,masha,JP3F 4,Get Lost .. Its not yours,207_1_Guest,DHAR,SalehMohamed,Lotus3rdfloor315,sanchit
,,,,,,,,,,,,,,,,,,-53,-74,,,,,,,,,,-79,,,-79,,,,-85,,,,,,,,,,-79,,-64,,-87,-89,-71,-83,,,,-87,,,,-52,,-56,,-89
,,,,,,,,,,,,,,,,,,-54,-78,,,,,,,,,,-80,,,-73,,,,-82,,,,,,,,,,-79,,-64,,-88,-89,-71,-83,,,,-87,,,,-52,,-57,,
,,,,,,,,,,,,,,,,,,-53,-75,,,,,,,,,,-79,,,-72,,,,-81,-93,,,,,,,,,-78,-83,-65,,-87,-89,-71,-81,,,,-87,,,,-52,,-56,,
,,,,,,,,,,,,,,,,,,-53,-77,,,,,,,,,,-79,,,-73,,,,-85,-93,,,,,,,,,-78,-83,-65,,-87,,-71,-81,,,,-87,,,,-52,,-57,,-91
,,,,,,,,,,,,,,,,,,-53,-77,,,,,,,,,,-79,,,-80,,,,-86,,,,,,,,,,-79,,-64,,-87,,-71,-82,,,,-88,,,,-52,,-56,,-91
,,,,,,,,,,,-82,,,,,,,-53,-75,,,,,,,,,,-79,,,-74,,,,-87,,,,,,,,,,-90,,-65,,-89,,-72,-83,,,,-88,,,,-52,,-57,,
,,,,,,,,,,,-82,,,,,,,-52,-76,,,,,,,,,,-79,,,-72,,,,-87,,,,,,,,,,-81,-84,-65,,-90,,-70,-83,,,,-88,,,,-51,,-57,-94,-91
,,,,,,,,,,,,,,,,,,-52,-74,,,,,,,,,,-79,,,-80,,,,-79,,,,,,,,,,-81,-84,-65,,-89,-91,-73,-84,,,,-88,,,,-52,,-56,-94,-91
,,,,,,,,,,,-81,,,,,,,-52,-72,,,,,,,,,,-80,,,-74,,,,-79,,,,,,,,,,-80,-83,-65,,-89,-91,-71,-84,,,,-88,,,,-52,,-56,,
,,,,,,,-91,,,,-80,,,,,,,-52,-72,,,,,,,,,,-80,,,-72,,,,-81,,,,,,,,,,-90,-82,-65,,-89,,-72,-84,,,,-88,,,,-51,,-55,,
,,,,,,,-91,,,,-79,,,,,,,-52,-73,,,,,,,,,,-82,,,-72,,,,-81,,,,,,,,,,-90,-85,-57,,-89,,-73,-86,,,,,,,,-53,,-55,-93,
,,,,,,,,,,,-81,,,,,,,-52,-83,,,,,,,,,,-82,,,-72,,,,-87,,,,,,,,,,-81,-84,-62,,-88,-89,-69,-85,,,,-89,,,,-52,,-55,-93,-91
,,,,,,,,,,,-80,-89,,,,,,-53,-75,,,,,,,,,,-78,,,-72,,,,-87,,,,,,,,,,-81,-85,-63,,-88,-90,-69,-84,,,,-91,,,,-53,,-56,,-91
,,,,,,,,,,,-80,-89,,,,,,-52,-75,,,,,,,,,,-78,,,-73,,,,-86,,,,,,,,,,-79,-85,-66,,-88,-90,-73,-85,,,,-91,,,,-53,,-56,,
,,,,,,,-91,,,,-83,,,,,,,-53,-75,,,,,,,,,,-80,,,-74,,,,-86,,,,,,,,,,-79,-82,-64,,-87,-89,-74,-84,,,,,,,,-53,,-55,,
,,,,,,,-91,,,,-83,,,,,,,-53,-76,,,,,,,,,,-80,,,-74,,,,,,,,,,,,,,-77,-82,-64,,-87,-89,-76,-83,,,,-87,,,,-53,,-55,,-90
,,,,,,,,,,,,-89,,,,,,-53,-78,,,,,,,,,,-79,,,-74,,,,-86,,,,,,,,,,-78,,-67,,-87,,-73,-83,,,,-87,,,,-52,,-55,-93,-89
,,,,,,,,,,,,-89,,,,,,-53,-77,,,,,,,,,,-79,,,-74,,,,-80,,,,,,,,,,-78,,-65,,-86,,-74,-84,,,,,,,,-52,,-55,-93,-89
,,,,,,,,,,,-82,,,,,,,-53,-77,,,,,,,,,,-79,,,-74,,,,-80,,,,,,,,,,-78,,-64,,-86,-91,-73,-84,,,,-85,,,,-52,,-55,,-90
,,,,,,,,,,,-82,,,,,,,-53,-77,,,,,,,,,,-79,,,-74,,,,-80,,,,,,-90,,,,-79,-81,-66,,-86,-91,-73,-84,,,,-85,,,,-53,,-55,,-90
,,,,,,,,,,,,,,,,,,-53,-82,,,,,,,-96,,,-77,,,-74,,,,-79,,,,,,-90,,,,-79,-81,-64,,-88,,-73,-84,,,,-87,,,,-52,,-54,,-89
,,,,,,,,,,,-83,,,,,,,-54,-76,,,,,,,-96,,,-77,,,-72,,,,-84,,,,,,-90,,,,-78,-84,-65,,-88,-93,-73,-84,,,,-87,,,,-53,,-54,-93,-89
,,,,,,,,,,,-81,,,,,,,-53,-76,,,,,,,,,,-79,,,-72,,,,-80,,,,,,,,,,-78,-84,-65,,-88,-93,-73,-84,,,,,,,,-53,,-62,-93,-89
,,,,,,,,,,,-81,,,,,,,-51,-76,,,,,,,,,,-79,,,-72,,,,-80,,,,,,-92,,,,-78,,-65,,-85,-92,-73,-83,,,,,,,,-51,,-55,,-89
,,,,,,,,,,,,,,,,,,-51,-75,,,,,,,,,,-77,,,-73,,,,-80,,,,,,-92,,,,-90,,-64,,-85,-91,-72,-83,,,,,,,,-52,,-54,,-89
,,,,,,,,,,,-82,,,,,,,-52,-78,,,,,,,,,,-77,,,-73,,,,-80,,,,,,,,,,-90,,-64,,,-91,-72,-84,,,,,,,,-52,,-54,,-89
,,,,,,,,,,,-82,,,,,,,-53,-76,,,,,,,,,,-77,,,-73,,,,-81,,,,,,,,,,-79,-84,-64,,-87,,-73,-83,,,,,,,,-52,,-54,,-89
,,,,,,,,,,,,,,,,,,-53,-80,,,,,,,,,,-77,,,-72,,,,-81,,,,,,,,,,-79,-84,-64,,-87,,-73,-85,,,,-87,,,,-53,,-54,,-89
,,,,,,,,,,,,,,,,,,-53,-75,,,,,,,,,,-77,,,-79,,-91,,,,,,,,,,,,-90,,-64,,-88,,-74,-85,,,,-88,,,,-53,,-54,,-89
,,,,,,,,,,,-83,,,,,,,-53,-75,,,,,,,,,,-77,,,-73,,-91,,,,,,,,,,,,-80,-83,-67,,-89,-88,-74,-84,,,,-88,,,,-53,,-54,,-89
,,,,,,,,,,,-83,,,,,,,-53,-71,,,,,,,,,,-77,,,-73,,,,-80,,,,,,,,,,-78,-83,-67,,-88,-90,-76,-83,,,,-88,,,,-53,,-55,,-88
,,,,,,,,,,,-81,,,,,,,-53,-71,,,,,,,,,,-77,,,-79,,,,-79,,,,,,-93,,,,-88,,-64,,-88,-91,-73,-83,,,,-88,,,,-53,,-55,,-88
,,,,,,,,,,,-81,,,,,,,-53,-71,,,,,,,,,,-77,,,-80,,,,-79,,,,,,-93,,,,-79,,-67,,,-91,-73,-84,,,,-88,,,,-53,,-55,,
,,,,,,,,,,,,,,,,,,-53,-74,,,,,,,,,,-77,,,-73,,,,-79,,,,,,,,,,-79,,-64,,,,-74,-84,,,,-88,,,,-53,,-55,,
,,,,,,,,,,,,,,,,,,-53,-71,,,,,,,,,,-77,,,-73,,,,-84,,,,,,-91,,,,-76,-85,-64,,-88,,-74,-83,,,,-89,,,,-53,,-56,,-91
,,,,,,,,,,,,,,,,,,-52,-77,,,,,,,,,,-76,,,-73,,,,-85,,,,,,-91,,,,-77,-85,-58,,-88,,-74,-83,,,,-89,,,,-52,,-55,,-91
,,,,,,,,,,,,,,,,,,-53,-72,,,,,,,,,,-76,,,-80,,,,-85,,,,,,,,,,-88,-83,-65,,-88,,-75,-83,,,,-87,,,,-52,,-56,,
,,,,,,,,,,,-81,,,,,,,-53,-77,,,,,,,,,,-76,,,-74,,,,-80,,,,,,,,,,-89,-83,-64,,-89,,-75,-83,,,,-87,,,,-52,,-54,,
,,,,,,,-89,,,,-81,,,,,,,-53,-72,,,,,,,,,,-77,,,-73,,,,-84,,,,,,,,,,-89,,-64,,-89,,-75,-83,,,,-87,,,,-53,,-54,,
,,,,,,,-89,,,,,,,,,,,-53,-72,,,,,,,,,,-77,,,-73,,,,-84,,,,,,,,,,,-82,-63,,-88,-89,-74,,,,,-89,,,,-52,,-54,,
,,,,,,,,,,,-81,,,,,,,-53,-76,,,,,,,,,,-77,,,-73,,,,-86,,,,,,,,,,-78,-82,-67,,-87,-90,-74,-78,,,,-89,,,,-53,,-54,,-87
,,,,,,,,,,,-81,,,,,,,-53,-78,,,,,,,,,,-77,,,-73,,,,-85,,,,,,,,,,-78,,-68,,-87,-89,-74,-82,,,,-89,,,,-53,,-55,-93,-87
,,,,,,,,,,,,,,,,,,-53,-72,,,,,,,,,,-77,,,-73,,,,-79,,,,,,,,,,-90,,-65,,-87,-89,-74,-82,,,,-89,,,,-53,,-54,-93,-88
,,,,,,,,,,,,,,,,,,-52,-77,,,,,,,,,,-77,,,-73,,,,-79,,,,,,,,,,-81,,-65,,,-89,-74,-82,,,,,,,,-53,,-53,,-88
,,,,,,,,,,,,,,,,,,-53,-73,,,,,,,,,,-77,,,-73,,,,-86,,,,,,-91,,,,-81,-84,-67,,-89,,-74,,,,,,,,,-53,,-54,,-88
,,,,,,,,,,,,,,,,,,-52,-76,,,,,,,,,,-77,,,-72,,,,-86,,,,,,-91,,,,-79,-84,-63,,-89,,-74,,,,,,,,,-53,,-54,,-88
,,,,,,,,,,,-82,,,,,,,-52,-77,,,,,,,,,,-77,,,-78,,,,-79,,,,,,,,,,-79,-82,-63,,-90,,-75,-85,,,,-89,,,,-53,,-54,,
,,,,,,,,,,,-82,,,,,,,-53,-74,,,,,,,,,,-77,,,-74,,,,-79,,,,,,,,,,-79,-82,-63,,-90,-92,-75,-83,,,,-89,,,,-53,,-54,,
,,,,,,,,,,,,,,,,,,-53,-72,,,,,,,,,,-78,,,-71,,,,,,,,,,,,,,-78,-85,-65,,-89,-91,-73,-83,,,,-89,,,,-54,,-54,,
,,,,,,,,,,,,,,,,,,-54,-77,,,,,,,,,,-78,,,-72,,,,-85,,,,,,-92,,,,-87,-85,-64,,-89,-91,-73,-83,,,,-88,,,,-54,,-54,,
,,,,,,,,,,,-77,,,,,,,-51,-73,,,,,,,,,,-77,,,-72,,,,-84,,,,,,-89,-92,,,-90,-83,-64,,-86,-92,-73,-82,,,,-88,,,,-52,,-54,-92,-88
,,,,,,,,,,,-77,,,,,,,-53,-77,,,,,,,,,,-76,,,-72,,,,-84,,,,,,-89,,,,-81,-83,-64,,-86,-92,-74,-84,,,,-88,,,,-52,,-54,-92,-88
,,,,,,,,,,,-82,,,,,,,-54,-73,,,,,,,,,,-77,,,-72,,,,-85,,,,,,-91,,,,-79,-82,-64,,-88,,-74,-83,,,,-88,,,,-52,,-54,,-88
,,,,,,,,,,,-82,-92,,,,,,-53,-77,,,,,,,,,,-77,,,-79,,,,-85,,,,,,-91,,,,-79,-82,-64,,-88,,-73,-83,,,,,,,,-53,,-54,,
,,,,,,,,,,,-80,-92,,,,,,-53,-73,,,,,,,,,,-77,,,-73,,,,-85,,,,,,,,,,-79,-84,-64,,-89,,-73,-83,,,,,,,,-53,,-55,,-87
,,,,,,,,,,,-80,,,,,,,-53,-72,,,,,,,,,,-76,,,-73,,,,-85,,,,,,,,,,-79,-83,-64,,-88,-89,-73,-83,,,,-89,,,,-53,,-55,,-87
,,,,,,,,,,,-80,,,,,,,-53,-72,,,,,,,,,,-76,,,-73,,,,-79,,,,,,,,,,-89,-83,-64,,-88,-89,-74,-83,,,,-89,,,,-51,,-55,,
,,,,,,,,,,,,,,,,,,-53,-76,,,,,,,,,,-76,,,-73,,,,-83,,,,,,,,,,-89,,-64,,,,-72,-84,,,,,,,,-52,,-55,,
,,,,,,,,,,,,,,,,,,-53,-72,,,,,,,,,,-76,,,-73,,,,-79,-96,,,,,,,,,-92,-82,-64,,-88,,-73,-84,,,,,,,,-53,,-55,,
,,,,,,,,,,,,,,,,,,-53,-71,,,,,,,,,,-77,,,-73,,,,-83,-96,,,,,,,,,-92,-82,-62,,-88,-92,-73,-83,,,,-90,,,,-53,,-55,,-88
,,,,,,,,,,,,,,,,,,-53,-71,,,,,,,,,,-77,,,-73,,,,-79,,,,,,,,,,-78,,-64,,-88,-91,-73,-83,,,,-89,,,,-53,,-55,,-88
,,,,,,,,,,,,,,,,,,-53,-73,,,,,,,,,,-79,,,-79,,,,-77,,,,,,,,,,-77,,-64,,-88,-91,-71,-83,,,,-89,,,,-53,,-55,,-90
,,,,,,,,,,,-80,,,,,,,-53,-73,,,,,,,,,,-78,,,-73,,,,-77,,,,,,-91,,,,-77,,-64,,-91,-92,-71,-81,,,,,,,,-53,,-57,,-89
,,,,,,,,,,,-80,,,,,,,-53,-77,,,,,,,,,,-78,,,-73,,,,,,,,,,-91,,,,-77,,-65,,-89,-92,-71,-83,,,,,,,,-53,,-56,,-89
,,,,,,,,,,,-80,,,,,,,-52,-72,,,,,,,,,,-77,,,-72,,,,-79,,,,,,,,,,-90,,-65,,-87,-92,-71,-82,,,,,,,,-52,,-54,,-89
,,,,,,,,,,,-80,,,,,,,-52,-78,,,,,,,,,,-77,,,-72,,,,-83,,,,,,,,,,-80,,-65,,-87,-92,-71,-84,,,,,,,,-54,,-54,,-89
,,,,,,,,,,,,,,,,,,-52,-74,,,,,,,,,,-77,,,-72,,,,-83,,,,,,,,,,-76,,-65,,,-90,-72,-84,,,,-88,,,,-54,,-55,,
,,,,,,,,,,,,,,,,,,-54,-79,,,,,,,,,,-77,,,-74,,,,-83,,,,,,,,,,-76,,-66,,,-91,-72,,,,,-88,,,-79,-53,,-56,,
,,,,,,,,,,,-82,,,,,,,-54,-83,,,,,,,,,,-77,,,-73,,,,-80,,,,,,,,,,-78,,-63,,,-91,-70,-84,,,,,,,-79,-53,,-55,,-88
,,,,,,,,,,,-82,,,,,,,-52,-76,,,,,,,,,,-77,,,-74,,,,-80,,,,,,,,,,-85,,-64,,-89,-90,-74,-84,,,,,,,,-52,,-56,,-88
,,,,,,,,,,,,,,,,,,-53,-73,,,,,,,,,,-80,,,-79,,,,-80,,,,,,,,,,-88,,-65,,-89,-90,-73,-84,,,,,,,,-53,,-56,-92,-88
,,,,,,,,,,,-78,,,,,,,-53,-73,,,,,,,,,,-77,,,-75,,,,-80,,,,,,,,,,-89,,-65,,,-90,-78,-85,,,,,,,,-54,,-55,-92,-85
,,,,,,,,,,,-78,,,,,,,-54,-79,,,,,,,,,,-79,,,-74,,,,,,,,,,,,,,-81,,-66,,-90,-90,-72,-84,,,,-89,,,,-54,,-55,,-89
,,,,,,,,,,,,,,,,,,-55,-75,,,,,,,,,,-77,,,-74,,,,,,,,,,,,,,-80,,-66,,-88,,-72,-86,,,,-89,,,,-54,,-57,,-89
,,,,,,,,,,,-84,,,,,,,-55,-73,,,,,,,,,,-77,,,-80,,,,-86,,,,,,,,,,-88,,-67,,-88,-91,-73,-86,,,,-90,,,-78,-56,,-54,,
,,,,,,,,,,,-83,,,,,,,-55,-73,,,,,,,,,,-77,,,-76,,,,-83,,,,,,,,,,-91,,-64,,,-91,-73,-88,,,,-89,,,-78,-55,,-55,,
,,,,,,,,,,,-83,,,,,,,-55,-73,,,,,,,,,,-80,,,-76,,,,-82,,,,,,-90,,,,-90,,-66,,-89,,-73,-87,,,,-89,,,-78,-54,,-56,,
,,,,,,,,,,,,,,,,,,-55,-74,,,,,,,,,,-76,,,-76,,,,-85,,,,,,-90,,,,-79,,-68,,-91,,-76,-83,,,,-89,,,,-54,,-55,,-89
,,,,,,,,,,,-81,,,,,,,-54,-73,,,,,,,,,,-79,,,-73,,,,-85,,,,,,,,,,-79,,-68,,-91,,-77,-83,,,,,,,,-54,,-55,,-89
,,,,,,,,,,,-81,,,,,,,-52,-75,,,,,,,,,,-79,,,-73,,,,-80,,,,,,,,,,-79,,-68,,-92,,-77,,,,,,,,-81,-52,,-55,,
,,,,,,,,,,,-81,,,,,,,-55,-75,,,,,,,,,,-78,,,-72,,,,-79,,,,,,,,,,-84,,-65,,-92,,-73,-84,,,,,,,-81,-55,,-56,,
,,,,,,,,,,,-81,,,,,,,-52,-75,,,,,,,,,,-86,,,-75,,,,-79,,,,,,,,,,-84,,-59,,,,-73,-84,,,,,,,,-53,,-56,,
,,,,,,,,,,,-79,,,,,,,-50,-71,,,,,,,,,,-78,,,-74,,,,-79,,,,,,-92,,,,-78,,-63,,,,-73,-84,,,,,,,,-50,,-53,,-88
,,,,,,,,,,,-79,,,,,,,-51,-74,,,,,,,,,,-78,,,-74,,,,-79,,,,,,-91,,,,-87,,-62,,,,-73,-85,,,,,,,,-50,,-53,,-88
,,,,,,,,,,,,,,,,,,-51,-75,,,,,,,,,,-79,,,-74,,,,,,,,,,-91,,,,-79,-87,-62,,,-90,-73,-83,,,,,,,,-50,,-52,,-88
,,,,,,,,,,,,,,,,,,-51,-72,,,,,,,,,,-78,,,-75,,,,-78,,,,,,-91,,,,-88,-85,-62,,-92,-90,-73,-84,,,,,,,,-50,,-53,,-88
,,,,,,,,,,,-81,,,,,,,-51,-72,,,,,,,,,,-77,,,-79,,,,-80,,,,,,-91,,,,-84,-85,-64,,-92,,-72,-84,,,,,,,,-50,,-53,,-88
,,,,,,,,,,,-81,,,,,,,-53,-81,,,,,,,,,,-76,,,-79,,,,-78,,,,,,,,,,-75,,-64,,-90,-86,-72,,,,,,,,-75,-52,,-54,,-89
,,,,,,,,,,,,,,,,,,-56,-73,,,,,,,,,,-86,,,-77,,,,-78,,,,,,,,,,-75,,-64,,-90,-86,-74,,,,,,,,-75,-56,,-62,,-89
,,,,,,,,,,,,,,,,,,-64,-74,,,,,,,,,,-85,,,-82,,,,,,,,,,,,,,-87,,-83,,,,-75,-90,,,,,,,,-64,,-68,,
,,,,,,,,,,,,,,,,,,-66,-80,,,,,,,,,,-78,,,-86,,,,-85,,,,,,,,,,-91,,-78,,,,-80,-90,,,,,,,,-66,,-72,,
,,,,,,,,,,,,,,,,,,-68,-83,,,,,,,,,,-86,,,-82,,,,-85,,,,,,,,,,-90,,-78,,,,-80,,,,,,,,,-69,,-72,,
,,,,,,,,,,,,,,,,,,-69,-80,,,,,,,,,,-85,,,-82,,,,,,,,,,,,,,-90,,-77,,,,-77,,,,,,,,,-70,,-73,,
,,,,,,,,,,,,,,,,,,-69,-81,,,,,,,,,,-87,,,-83,,,,,,,,,,,,,,,,-79,,,,-73,,,,,,,,-90,-70,,-77,,
,,,,,,,,,,,,,,,,,,-69,-83,,,,,,,,,,-84,,,-82,,,,,,,,,,,,,,,,-78,,,,-73,-92,,,,,,,-90,-70,,-75,,
,,,,,,,,,,,,,,,,,,-68,-83,,,,,,,,,,-85,,,-82,,,,-85,,,,,,,,,,-93,,-79,,,,-75,-93,,,,,,,,-68,,-72,,
,,,,,,,,,,,,,,,,,,-69,-83,,,,,,,,,,-85,,,-82,,,,-85,,,,,,,,,,-93,,-79,,,,-75,-93,,,,,,,,-69,,-71,,
,,,,,,,,,,,,,,,,,,-68,-83,,,,,,,,,,-85,,,-82,,,,-86,,,,,,,,,,-90,,-80,,,,-75,,,,,,,,,-69,,-74,,
,,,,,,,,,,,,,,,,,,-68,-81,,,,,,,,,,-85,,,-82,,,,-86,,,,,,,,,,-90,,-79,,,,-75,-95,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-68,-82,,,,,,,,,,-85,,,-82,,,,,,,,,,,,,,,,-79,,,,-75,-95,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-68,-82,,,,,,,,,,-85,,,-82,,,,,,,,,,,,,,-92,,-79,,,,-74,,,,,,,,,-69,,-70,,
,,,,,,,,,,,,,,,,,,-71,-84,,,,,,,,,,-86,,,-84,,,,,,,,,,,,,,-92,,-78,,,,-74,,,,,,,,,-71,,-70,,
,,,,,,,,,,,,,,,,,,-71,-84,,,,,,,,,,-85,,,-83,,,,,,,,,,,,,,-90,,-77,,,,-74,,,,,,,,,-72,,-71,,
,,,,,,,,,,,,,,,,,,-73,-87,,,,,,,,,,-81,,,-83,,,,-91,,,,,,,,,,-90,,-78,,,,-77,,,,,,,,,-72,,-76,,
-74,,,,,,,,,,,,,,,,,,-53,-68,,,,,,,,,,-87,,,-73,,,,-83,,,,,,,,,,-87,,-75,,,,-75,-79,,,,,,,,-53,,-70,,-85
,,,,,,,-86,,,,,,,,,,,-57,-68,,,,,,,,,,-73,,,-73,,,,-83,,,,,,,,,,-84,,-76,,-91,,-73,-84,,,,-90,,,,-55,,-81,,-85
,,,,,,,-86,,,,,,,,,,,-59,-76,,,,,,,,,,-77,,,-77,,,,,,,,,,,,,,-80,,-75,,-91,,-73,-90,,,,-90,,,,-59,,-77,,
-82,,,,,,,,,,,,,,,,,,-59,-77,,,,,,,,,,-72,,,-81,,,,,,,,,,,,,,-82,,-71,,-91,,-72,-93,,,,,,,,-58,,-76,,-91
-79,-91,,,,,,,,,,,,,,,,,-67,-73,,,,,,,,,,-71,,,-81,,,,,,,,,,,,,,-82,,-78,,,,-74,-93,,,,,,,,-66,,-77,,-91
-79,-91,,,,,,,,,,,,,,,,,-76,-81,,,,,,,,,,-68,,,-83,,,,,,,,,,,,,,,,-77,,,,-83,,,,,,,,,-76,,-77,,
,,,,,,,,,,,,,,,,,,-80,-81,,,,,,,,,,-70,,,-83,,,,,,,,,,,,,,-90,,-79,,,,-79,,,,,,,,,-80,,-79,,
,,,,,,,,,,,,,,,,,,-68,-85,,,,,,,,,,-78,,,-80,,,,-90,,,,,,,,,,-86,,-82,,,,-84,-91,,,,,,,,-72,,-71,,
,,,,,,,,,,,,,,,,,,-68,-81,,,,,,,,,,-73,,,-66,,,,-90,,,,,,,,,,-87,,-80,,-95,,-78,-85,,,,,,,,-68,,-71,,
,,,,,,,,,,,,,,,,,,-58,-70,,,,,,,-91,,,-59,,,-82,,,,,,,,,,,,,,-86,,-70,,-91,,-74,-87,,,,,,,,-58,,-67,,
,,,,,,,,,,,,,,,,,,-63,-77,,,,,,,-91,,,-55,,,-73,,,,,,,,,,,,,,-87,,-62,,-87,,-75,-87,,,,-88,,,,-62,,-59,,
,,,,,,,-83,,,,,,,,,,,-66,-77,,,,,,,,,,-54,,,-73,,,,,,,,,,,,,,-83,,-66,,-92,,-70,,,,,-88,,,,-65,,-49,,
-79,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-87,,-63,,-89,,-67,-92,,,,,,,,-64,,-46,,
-78,,,,,,,-82,,,,,,,,,,,-63,-80,,,,,,,,,,-53,,,-75,,,,,,,,,,,,,,-83,,-61,,-89,,-67,-92,,,,,,,,-64,,-43,,-91
-78,-88,,,,,,-82,,,,,,,,,,,-62,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-83,,-65,,-90,,-66,-92,,,,,,,,-63,,-43,,-91
,-88,,,,,,-82,,,,,,,,,,,-62,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-82,,-62,,-90,,-66,,,,,,,,,-63,,-46,,
-81,,,,,,,,,,,-90,,,,,,,-63,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-87,,-66,,-90,,-66,,,,,,,,,-63,,-43,,
-81,-91,,,,,,,,,,-90,,,,,,,-63,-80,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-89,,-66,,-89,,-67,,,,,,,,,-63,,-43,,-89
-81,-91,,,,,,-83,,,,,,,,,,,-62,-76,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-62,,-89,,-66,-93,,,,,,,,-62,,-46,,-89
-81,,,,,,,-82,,,,,,,,,,,-62,-80,,,,,,,,,,-53,,,-74,,,,,,,,,,,,,,-82,,-61,,-88,,-66,-93,,,,,,,,-61,,-43,,
,,,,,,,-82,,,,,,,,,,,-62,-76,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-82,,-64,,-89,,-66,,,,,,,,,-61,,-43,,
-79,,,,,,,-82,,,,,,,,,,,-62,-82,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-87,,-64,,-88,,-66,-96,,,,-90,,,,-62,,-43,,
-79,,,,,,,-83,,,,,,,,,,,-62,-82,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-82,,-61,,-87,,-66,-96,,,,-90,,,,-61,,-43,,-90
-79,,,,,,,-81,,,,,,,,,,,-62,,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-82,,-61,,-87,,-67,-94,,,,,,,,-61,,-46,,-90
-82,,,,,,,-81,,,,,,,,,,,-61,-81,,,,,,,,,,-53,,,-73,,,,,,,,,,,,,,-81,,-63,,-87,,-68,-94,,,,,,,,-62,,-46,,
-82,,,,,,,-81,,,,,,,,,,,-61,-78,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-82,,-61,,-88,,-68,-93,,,,,,,,-62,,-46,,
,,,,,,,-81,,,,,,,,,,,-62,-77,,,,,,,,,,-53,,,-72,,,,,,,,,,,,,,-80,,-64,,-89,,-67,-93,,,,,,,,-62,,-45,,
-79,,,,,,,-81,,,,,,,,,,,-62,-74,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-81,,-61,,-88,,-67,,,,,,,,,-62,,-44,,
-79,,,,,,,-82,,,,,,,,,,,-64,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-80,,-60,,-89,,-67,,,,,,,,,-63,,-43,,
-80,,,,,,,-81,,,,,,,,,,,-64,-78,,,,,,,,,,-53,,,-70,,,,,,,,,,,,,,-85,,-60,,-90,,-67,,,,,-92,,,,-63,,-43,,
-80,,,,,,,-82,,,,,,,,,,,-62,-73,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-81,,-63,,-90,,-67,,,,,-92,,,,-63,,-43,,
-84,,,,,,,-82,,,,,,,,,,,-61,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-81,,-63,,-90,,-67,-93,,,,,,,,-61,,-43,,
-84,,,,,,,-82,,,,,,,,,,,-61,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-61,,-89,,-66,-93,,,,,,,,-62,,-43,,
-85,,,,,,,-82,,,,,,,,,,,-63,-79,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-60,,-89,,-65,-92,,,,,,,,-63,,-43,,
-85,,,,,,,-82,,,,,,,,,,,-63,-79,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-85,,-64,,-89,,-65,-92,,,,,,,,-63,,-46,,
-86,,,,,,,-82,,,,,,,,,,,-62,-78,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-83,,-64,,-89,,-65,,,,,,,,,-63,,-44,,
-86,,,,,,,-82,,,,,,,,,,,-63,-77,,,,,,,,,,-53,,,-71,,,,,,,,,,,,,,-84,,-65,,-88,,-65,,,,,,,,,-63,,-44,,
