Delete ,Home-Airtel-2,Home-Airtel,AndroidAP,Deepak,0LA_DRIVER_HOTSPOT_9880184381,Chandri,Get Lost .. Its not yours,lotus 4th floor 411,Debasree,bulla2,SusheelaaPG4network,Lotus pg basement,aaranshu2016,0LA AUTOCONNECT GS6QC,chandrapg4,virus,lotus 4th floor 401,Home-Airtel-2_5G,207_2,Lotus second floor 202,susheelaa,Ankur,Lotus G15,Lotus1stfloorg11,sekar,Cool,JPC 6TH ,Haveli,Lotus4thfloor1,BUZA-ZGFyc2FuYQ,Lotus 2nd floor 1,D-Link_DIR-615,Bing7777777,foobar,MGMNT,SusheelaaPGNetwork,manepalli,Princess Leia,Lotus2ndfloor211,Moto G (5) Plus 1910,Lotus3rdfloor301,masha,chandrapg2,Nehaswa,Amaravathi pg4,LotusG2,sanchit,The creep next door,207_1_Guest,Dekhle_Hobe_khorcha_Aache!,R@;€$#,Lotus602,207_1,Amaravathi pg3,@nu,Balki_2AE3,207_3,Airtel_Zerotouch,JP3F 4,BZ7r-dmljdmVua2F0MDEy,Lotus pg 5th Floor,ASHOK M,subhu,Lotus3rdfloor315,Moto G (5S) Plus 5179,vivo 1713,0LA AUTOCONNECT VB8YW,Chandra Row3,Lotus6thfloor615,Lotus3rdfloor311,JioFi2_EA0D27,Chandrapg3
,-68,-64,,-87,,,,,-75,,,,,,,,,-78,-80,,,,,,,,,,,,,,,,-87,,-72,,,,,-82,,,,,,,-69,-88,,,-68,,,,-61,,,,,,,,,,,-83,,,-81,
,-72,-63,,-85,,,,,,,,-85,,,,,,-79,-82,,,,,,,,,,,,,,-81,,-85,,-72,,,,,,,,,,,,-67,-88,,,-67,,,,-60,,,,,,,,,,,-83,,,-79,
,-72,-64,,-85,,,,,,,,-83,,,,,,-78,-82,,,,,,,,,,,,,,-70,,-86,,-72,,,,,,,,,,,,-67,-87,,,-67,,,,-62,,,,,,,,,,,-82,,,-83,
,-72,-64,,-85,,,,,,,,-83,,,,,,-79,,,,,,,,,,,,,,,-70,,-86,,-72,,,,,,,,,,,,-67,-87,,,-65,,,,-61,,,,,,,,,,,-82,,,-79,
,-71,-67,,-85,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,-86,,-72,,,,,-81,,,,,,,-67,-87,,,-67,,,,-58,,,,,,,,,,,-82,,,-79,
,-71,-64,,-85,,,,,-73,,,-83,,,,,,-77,,,-91,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,-65,-85,,,-64,,,,-60,,,,,,,,,,,-82,,,,
,-70,-64,,,,,,,-73,,,-83,,,,,,-77,-84,,-91,,,,,,,,,,,,,,,,-71,,,,,-81,,,,,,,-65,-85,,,-66,,,,-60,,,,,,,,,,,-82,,,,
,-70,-64,,,,,,,-80,,,,,,,,,-77,-84,,,,,,,,,,,,,,,,-87,,-71,,,,,-81,,,,,,,-68,-86,,,-67,,,,-58,,,,,,,,,,,-82,,,,
,-70,-65,,-87,,,,,-80,,,,,,,,,-78,,,,,,,,,,,,,,,,,-87,,-71,,,,,-81,,,,,-86,,-67,-86,,,-67,,,,-60,,,,,,,,,,,-82,,,,
,-68,-65,,-87,,,,,,,,,,,,,,-80,-79,,,-90,,,,,,,,,,,-70,,,,-72,,,,,,,,,,-86,,-68,-86,,,-67,,,,-60,,,,,,,,,,,-81,,,,
,-71,-64,,-87,,,,,,,,,,,,,,-80,-79,,,-90,,,,,,,,,,,-70,,,,-72,,,,,,,,,,-86,,-68,,,,-68,,,,-60,,,,,,,,-93,,,-81,,,,
,-71,-65,,-87,,,,,-75,,,,,,,-91,,-83,,,-95,,,,,,,,,,,,-71,,,,,,,,,,,,,,-86,,-67,-88,,,-67,,,,-59,,,,,-85,,,-90,,,-81,,,,
,-73,-65,,-87,,,,,-75,,,,,,,-91,,-82,-82,,-93,,,,,,,,,,,,-68,,,,,,,,,,,,,,,,-67,-88,,,-68,,,,-60,,,,,-85,,,-90,,,-81,,,,
,-73,-63,,,,,,,,,,,,,,,,-78,-82,,-93,-90,,,,,,,,,,,-68,,,,,,,,,-87,,,,,,,-70,,,,-70,,,,-60,,,,,,,,,,,-81,,,,
,-69,-64,,-87,,,,,-74,,,,,,,,,-80,,,,-90,,,,,,,,,,,-73,,,,,,,,,-87,,,,,,,-67,,,,-67,,,,-59,,,,,,,,,,,-81,,,,
,-66,-65,,-87,,,,,-74,,,,,,,,,-84,,,,,,,,,,,,,,,-69,,-86,,,,,,,,,,,,,,-67,,,,-67,,,,-59,,,,,,,,,,,-81,,,,
,-70,-66,,-87,,,,,-76,,,,,,,,,-79,,,-92,,,,,,,,,,,,-69,,-86,,-72,,,,,,,,,,,,-67,-86,,,-70,,,,-59,,,,,,,,,,,-80,,,,
,-70,-66,,-88,,,,,-77,,,,,,,,,-79,,,-92,,,,,,,,,,,,-71,,-86,,-72,,,,,,,,,,,,-68,-86,,,-69,,,,-60,,,,,,,,-90,,,-81,,,,
,-73,-63,,-88,,,,,-77,,,-85,,,,,,-80,,,,,,,,,,,,,,,-71,,,,-67,,,,,,,,,,-87,,-68,-86,,,-68,,,,-61,,,,,,,,-90,,,-81,,,,
,-70,-63,,-90,,,,,,,,-85,,,,,,-78,-83,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,-87,,-69,-84,,,-69,,,,-62,,,,,,,,,,,-81,,,,
,-66,-65,,-90,,,,,-76,,,-86,,,,,,-79,-82,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,,-69,-84,,,-69,,,,-61,,,,,,,,,,,-81,,,,
,-70,-65,,,,,,,-76,,,-86,,,,,,-79,-82,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,-70,,,,-71,,,,-60,,,,,,,,,,,-81,,,,
,-69,-65,,,,,,,-76,,,,,,,,,-83,,,,,,,,,,,,,,,-67,,-88,,-72,,,,,-85,,,,,,,-69,-85,,,-69,,,,-60,,,,,,,,-93,,,-80,,,,
,-65,-64,,-88,,,,,-77,,,,,,,,,-83,,,,,,,,,,,,,,,-67,,-87,,-72,,,,,-85,,,,,,,-69,-86,,,-70,,,,-59,,,,,,,,-93,,,-81,,,,
,-69,-64,,-88,,,,,-76,,,-87,,,,,,-80,-81,,-91,,,,,,,,,,,,-67,,-87,,-72,,,,,,,,,,,,-69,-86,,,-69,,,,-58,,,,,,,,,,,-81,,,,
,-71,-64,,-90,,,,,-76,,,-87,,,,,,-81,-81,,-91,,,,,,,,,,,,-68,,,,-72,,,,,,,,,,,-94,-69,,,,-69,,,,-61,,,,,,,,,,,-81,,,,
,-69,-67,,-87,,,,,,,,-87,,,,,,-78,-81,,-91,,,,,,,,,,,,-68,,,,-72,,,,,,,,,,,-94,-67,-87,,,-67,,,,-61,,,,,,,,,,,-84,,,,
,-74,-63,,-90,,,,,-77,,,,,,,,,-79,,,,-89,,,,,,,,,,,-68,,-88,,-71,,,,,,,,,,,,-67,-87,,,-67,,,,-61,,,,,,,,,,,-82,,,,
,-74,-65,,-88,,,,,-77,,,,,,,,,-75,,,-96,-89,,,,,,,,,,,-76,,-85,,-71,,,,,-81,,,,,,,-67,-86,,,-67,,,,-64,,,,,,,,,,,-81,,,,
,-72,-65,,-89,,,,,-79,,,,,,,,,-79,,,-93,,,,,,,,,,,,-76,,-85,,-75,,,,,-81,,,,,,,-69,-86,,,-69,,,,-61,,,,,,,,,,,-81,,,,
,-69,-63,,-90,,,,,-76,,,,,,,,,-82,-79,,-92,,,,,,,,,,,,,,-88,,-69,,,,,,,,,,-88,,-69,-86,,,-68,,,,-63,,,,,,,,,,,-86,,,,
,-70,-65,,-90,,,,,-76,,,,,,,,,-81,-79,,-92,-89,,,,,,,,,,,,,-88,,-70,,,,,,,,,,-88,,-70,-86,,,-69,,,,-61,,,,,,,,,,,-86,,,,
,-72,-63,,,,,,,,,,,,,,,,-80,,,,-89,,,,,,,,,,,,,-89,,-70,,,,,,,,,,,,-70,-87,,,-69,,,,-59,,,,,,,,,,,-82,,,,
,-72,-65,,-91,,,,,,,,-81,,,,,,-79,,,,,,,,,,,,,,,-67,,-88,,-73,,,,,,,,,,,,-69,-86,,,-68,,,,-59,,,,,,,,,,,-83,,,,
,-73,-62,,-91,,,,,,,,-81,,,,,,-82,,,-92,,,,,,,,,,,,-66,,-87,,-71,,,,,,,,,,,,-67,-86,,,-67,,,,-58,,,,,,,,,,,-83,,,,
,-67,-64,,,,,,,-76,,,,,,,,,-80,,,-92,,,,,,,,,,,,-78,,-87,,-71,,,,,,,,,,,,-67,-86,,,-67,,,,-62,,,,,,,,,,,-83,,,,
,-68,-64,,-87,,,,,-76,,,-85,,,,,,-84,-85,,,,,,,,,,,,,,-73,,,,-74,,,,,,,,,,,,-67,,,,-67,,,,-57,,,,,,,,,,,,,,,
,-68,-63,,-88,,,,,,,,-85,,,,,,-80,-83,,,,,,,,,,,,,,-69,,,,-74,,,,,,,,,,,,-71,,,,-70,,,,-57,,,,,,,,,,,-84,,,,
,-72,-64,,-88,,,,,,,,,,,,,,-79,-83,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,-84,,-69,,,,-69,,,,-61,,,,,,,,,,,-83,,,,
,-72,-62,,,,,,,-77,,,,,,,,,-79,-79,,-92,,,,,,,,,,,,-69,,,,,,,,,,,,,,-84,,-69,,,,-69,,,,-61,,,,,,,,,,,-83,,,,
,-72,-63,,,,,,,-77,,,-86,,,,,,-79,-82,,-92,-91,,,,,,,,,,,-78,,-90,,,,,,,,,,,,-86,,-71,,,,-70,,,,-60,,,,,,,,,,,-83,,,,
,-69,-63,,-89,,,,,-74,,,-86,,,,,,-77,-82,,-93,-91,,,,,,,,,,,-67,,-90,,,,,,,,,,,,-86,,-68,,,,-67,,,,-57,,,,,,,,,,,-84,,,,
,-65,-64,,-89,,,,,-74,,,-86,,,,,,-77,,,-91,,,,,,,,,,,,-67,,,,,-92,,,,,,,,,,,-68,,,,-68,,,,-59,,,,,,,,,,,-84,,,,
,-65,-64,,,,,,,,,,-86,,,,,,-77,,,-91,,,,,,,,,,,,,,,,-73,-92,,,,,,,,,,,-67,,,,-67,,,,-61,,,,,,,,,,,-85,,,,
,-67,-67,,,,,,,,,,-87,,,,,,-77,,,,-88,,,,,,,,,,,,,,,-73,,,,,,,,,,,,-67,,,,-67,,,,-59,,,,,,,,,,,-84,,,,
,-63,-65,,,,,,,,,,-87,,,,,,-72,,,,-88,,,,,,,,,,,-67,,,,-72,,,,,,,,,,,,-71,,,,-68,,,,-67,,,,,,-86,,,,,-83,,,,
,-60,-68,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,-87,,,-67,,-86,,-72,,,-84,,,,,,,,,-71,-87,,,-70,,,,-60,,,,,,-86,,,,,-86,,,,
,-57,-64,,,,,,,,,,-82,,,,,,-76,,,,,,,,,,,,-87,,,-73,,-86,,-67,,,-84,,,,,,,-88,,-70,-87,,,-70,,,,-70,,,,,,,,,,,-86,,,,
,-56,-64,-91,,,,,,,,,-80,,,,,,-75,,,,,,,,,,,,,,,-71,,-88,,-71,,,,,,,,,,-88,,-70,,,,-69,,,,-70,,,,,,,,,,,-86,,,,
,-53,-63,-91,,,,,,,,,-80,,,,,,-75,-81,,,,,,,,,,,-87,,,-75,,-88,,-72,,,,,,,,,,,,-70,,,,-69,,,,-69,,,,,,,,,,,-90,,,,
,-54,-63,,,,,,,,,,-81,,,,,,-76,-83,,,,,,,,,,-87,-84,,,-75,,-88,,-74,,,,,,,,,,,,-70,,,,-69,,,,-68,,,,,,,,,,,-90,,,,
,-51,-63,,,,,,,,,,-81,,,,,,-76,-81,,,,,,,,,,-87,-84,,,,,,,-67,,,,,,,,,,,,-70,-86,,,-69,,,,-68,,,,,,,,,,,,,,,
,-54,-63,,,,,,,-82,,,-80,,,,,,-76,-81,,,,,,,,,,,,,,-78,,,,-67,,,,,,,,,,,,-70,-86,,,-69,,,,-68,,,,,,,,,,,-93,,,,
,-52,-62,,,,,,,-82,,,-80,,,,,,-76,-82,,,,,,,,,,,,,,-75,,-88,,-73,,,,,,,,,,,,-70,-86,,,-69,,,,-67,,,,,,,,,,,-92,,,,
,-51,-62,,,,,,,,,,-81,,,,,,-76,-81,,,,,,,,,,,,,,-77,,-86,,-73,,,,,,,,,,,,-69,-86,,,-69,,,,-65,,,,,,,,,,,-91,,,,
,-51,-62,,,,,,,,,,-79,,,,,,-77,-81,,,,,,,,,,,,,,-77,,-86,,-72,,,,,,,,,,,,-71,-86,,,-72,,,,-71,,,,,,,-89,,,,-92,,,,
,-52,-62,-84,,,,,,,,,-79,,,,,,-77,,,,,,,,,,,,,,,,,-86,,-67,,,,,,,,,,,,-71,-86,,,-70,,,,-68,,,,,,,-89,,,,-92,,,,
,-51,-62,-84,,,,,,,,,,,,,,,-76,-80,,,,,,,,,,,,,,,,-88,,-65,,,,,,,,,,,,-72,-86,,,-71,,,,-68,,,,,,,,,,,,,,,
,-51,-62,,,,,,,,,,-82,,,,,,-76,-80,,,,,,,,,,,,,,,,-87,,-72,,,,,,,,,,,,-69,-86,,,-69,,,,-68,,,,,,,,,,,,,,,
,-55,-62,,,,,,,,,,-82,,,,,,-76,-82,,,,,,,,,,,,,,-70,,-88,,-72,,,,,,,,,,,-99,-71,-86,,,-73,,,,-66,,,,,,,,,,,-91,,,,
,-51,-62,,,,,,,,,,-80,,,,,,-76,-82,,,,,,,,,,,,,,-74,,-88,,-72,,,,,,,,,,,-99,-69,,,,-69,,,,-66,,,,,,,,,,,-91,,,,
,-53,-62,,,,,,,,,,-79,,,,,,-75,-81,,,,,,,,,,,,,,-74,,-92,,-77,,,,,,,,,,,,-69,,,,-69,,,,-69,,,,,,,,,,,-88,,,,
,-51,-62,,,,,,,,,,-79,,,,,,-76,-81,,,,,,,,,,,,,,-77,,-92,,-74,,,,,,,,,,,,-71,,,,-70,,,,-67,,,,,,,,,,,-88,,,,
,-51,-62,,,,,,,-84,,,-79,,,,,,-76,-81,,,,,,,,,,,,,,-73,,,,-72,,,,,,,,,,,,-68,-84,,,-69,,,,-68,,,,,,,,,,,-91,,,,
,-51,-62,,,,,,,-84,,,-80,,,,,,-76,,,,,,,,,,,,,,,-73,,-88,,-72,,,,,,,,,,,,-69,-87,,,-69,,,,-66,,,,,,,,,,,-88,,,,
,-55,-62,,,,,,,-84,,,-81,,,,,,-76,,,,,,,,,,,,,,,,,-88,,-72,,,,,,,,,,,,-70,-87,,,-70,,,,-67,,,,,,,,,,,-88,,,,
,-55,-63,,,,,,,,,,-80,,,,,,-76,-81,,,,,,,,,,,,,,-72,,-88,,-73,,,,,,,,,,,,-70,,,,-70,,,,-68,,,,,,,,,,,-88,,,,
,-54,-63,,,,,,,,,,-82,,,,,,-76,-85,,,,,,,,,,,,,,-80,,,,-69,,,,,,,,,,,,-70,,,,-70,,,,-67,,,,,,,,,,,-88,,,,
,-53,-63,,,,,,,,,,-82,,,,,,-76,-85,,,,,,,,,,-92,,,,-80,,-88,,-71,,,,,,,,,,,,-70,-87,,,-69,,,,-69,,,,,,,,,,,-91,,,,
,-51,-64,,,,,,,-84,,,-81,,,,,,-76,-82,,,,,,,,,,-92,,,,,,-88,,-71,,,,,,,,,,-89,,-70,-87,,,-69,,,,-67,,,,,,,,,,,-91,,,,
,-52,-62,,,,,,,-84,,,-80,,,,,,-75,-82,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,-89,,-70,-86,,,-69,,,,-68,,,,,,,,,,,-90,,,,
,-52,-62,,,,,,,-83,,,-80,,,,,,-76,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,-70,-86,,,-69,,,,-68,,,,,,,,,,,-90,,,,
,-54,-70,,,,,,,-83,,,-80,,,,,,-76,,,,,,,,,,,,-90,,,-70,,-86,,-73,,,,,,,,,,,,-70,-86,,,-69,,,,-63,,,,,,,,,,,-91,,,,
,-53,-64,,,,,,,,,,-80,,,,,,-76,-81,,,,,,,,,,,-90,,,-74,,-87,,-73,,,-89,,,,,,,-86,,-70,-86,,,-69,,,,-72,-93,,,,,,,,,,-91,,,,
,-53,-70,,,,,,,,,,-76,,,,,,-74,-81,,,,,,,,,,,,,,-74,,-87,,,,,-89,,,,,,,-86,,-76,-86,,,-76,,,,-74,-93,,,,,,,,,,-89,,,,
,-58,-67,,,,,,,,,,-78,,,,,,-74,-81,,,,,,,,,,,,,,-71,,-85,,-72,,,,,,,,,,,,-75,,,,-75,,,,-74,,,,,,,,,,,-90,,,,
,-57,-66,,,,,,,,,,-78,,,,,,-74,-81,,,,,,,,,,,,,,-71,,-85,,-72,,,,,,,,,,,,-76,,,,-76,,,,-74,,,,,,,,,,,-90,,,,
,-57,-64,,,,,,,,,,-78,,,,,,-74,-82,,,,,,,,,,,-91,,,-72,,-87,,-72,,,,,,,,,,,,-77,,,,-77,,,,-72,,,,,,,,,,,,,,,
,-54,-70,,,,,,,,,,-79,,,,,,-74,-82,,,,,,,,,,,-91,,,-72,,-87,,-78,,,,,,,,,,,,-79,-86,,,-81,,,,-72,,,,,,,,,,,,,,,
,-54,-64,,,,,,,,,,-79,,,,,,-74,-79,,,,,,,,,,,,,,,,-87,,-75,,,,,,,,,,,,-81,-85,,,-81,,,,-67,,,,,,,,,,,-93,,,,
,-53,-64,,,,,,,,,,-81,,,,,,-74,-81,,,,,,,,,,,,,,-77,,-87,,-74,,,,,,,,,,,,-79,-85,,,-78,,,,-69,,,,,,,,,,,-90,,,,
,-53,-63,,,,,,,,,,-79,,,,,,-74,-81,,,,,,,,,,,,,,-77,,-87,,-72,,,,,,,,,,-87,,-80,,,,-78,,,,-69,,,,,,,,,,,-87,,,,
,-55,-70,,,,,,,,,,-79,,,,,,-74,-81,,,,,,,,,,,,,,,,-87,,-75,,,,,,,,,,-87,,-80,-85,,,-79,,,,-66,,,,,,,,,,,-87,,,,
,-55,-63,,,,,,,,,,-79,,,,,,-74,,,,,,,,,,,,-92,,,,,,,-73,,,,,,,,,,,,-80,-85,,,-81,,,,-68,,,,,,,,,,,-91,,,,
,,-63,,,,,,,,,,-79,,,,,,-74,-80,,,,,,,,,,,-89,,,-77,,-87,,-78,,,,,,,,,,,,-77,-84,,,-78,,,,-65,,,,,,,,,,,-91,,,,
,,-64,,,,,,,,,,-80,,,,,,-74,-80,,,,,,,,,,,-89,,,-77,,-86,,-72,,,,,,,,,,,,-77,-84,,,-78,,,,-70,,,,,,,,,,,-91,,,,
,-58,-64,,,,,,,,,,-80,,,,,,-74,-80,,,,,,,,,,,-90,,,-80,,-86,,-75,,,,,,,,,,,-93,-77,,,,-77,,,,-70,,,,,,,,,,,-92,,,,
,-55,-64,,,,,,,,,,-80,,,,,,-74,-83,,,,,,,,,,,-90,,,-78,,-86,,-69,,,,,,,,,,,-93,-79,,,,-80,,,,-66,,,,,,,,,,,-90,,,,
,-55,-64,,,,,,,,,,-78,,,,,,-74,-83,,,,,,,,,,,,,,-78,,-86,,-74,,,,,,,,,,,,-78,,,,-77,,,,-65,,,,,,,,,,,-90,,,,
,-54,-63,,,,,,,,,,-79,,,,,,-74,,,,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,-77,,,,-77,,,,-69,,,,,,,,,,,,,,,
,-56,-63,,,,,,,-91,,,-79,,,,,,-74,-85,,,,,,,,,,,,,,,,-87,,-68,,,,,,,,,,,,-80,-88,,,-81,,,,-69,,,,,,,,,,,-91,,,,
,-56,-63,,,,,,,-91,,,-79,,,,,,-74,-85,,,,,,,,,,,,,,-76,,-87,,-71,,,,,,,,,,,,-76,-88,,,-77,,,,-75,,,,,,,,,,,-91,,,,
,-57,-63,,,,,,,,,,-79,,,,,,-74,,,,,,,,,,,,,,,-76,,-88,,-74,,,,,,,,,,,,-78,-89,,,-78,,,,-71,,,,,,,,,,,-90,,,,
,-53,-63,,,,,,,,,,-80,,,,,,-74,,,,,,,,,,,,,,,,,-88,,-74,,,,,,,,,,,,-77,-89,,,-78,,,,-73,,,,,,,,,,,-90,,,,
,-55,-70,,,,,,,,,,-80,,,,,,-74,,,,,,,,,,,,,,,-77,,,,-73,,,,,,,,,,,,-75,,,,-74,,,,-65,,,,,,,,,,,-92,,,,
,-55,-64,,,,,,,,,,-80,,,,,,-74,,,,,,,,,,,,,,,-77,,,,-77,,,,,,,,,,,,-79,,,,-78,,,,-65,,,,,,,,,,,-92,,,,
,-56,-63,,,,,,,,,,-81,,,,,,-74,,,,,,,,,,,,,,,,,,,-77,,,,,,,,,,,,-80,,,,-78,,,,-70,,,,,,,,,,,,,,,
,-56,-62,,,,,,,-82,,,-81,,,,,,-74,,,,,,,,,,,,,,,-71,,,,-64,,,,,,,,,,,,-81,,,,-80,,,,-66,,,,,,,,,,,,,,,
,-56,-61,,,,,,,-82,,,-81,,,,,,-74,,,,,,,,,,,,,,,-71,,,,-72,,,,,,,,,,,,-81,,,,-82,,,,-70,,,,,,,,,,,-89,,,,
,-57,-63,,,,,,,,,,-81,,,,,,-74,-80,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,-87,,-81,,,,-82,,,,-70,,,,,,,-89,,,,-89,,,,
,-57,-76,,,,,,,-84,,,-79,,,,,,-74,-80,,,,,,,,,,-91,,,,-72,,-88,,-67,,,,,,,,,,-87,,-78,-87,,,-78,,,,-70,,,,,,,-89,,,,-91,,,,
,-54,-65,,,,,,,-84,,,-79,,,,,,-74,,,,,,,,,,,-91,,,,-72,,-88,,-67,,,,,,,,,,-87,,-79,-87,,,-79,,,,-66,,,,,,,-89,,,,-91,,,,
,-69,-69,,,,,,,,,,-79,,,,,,-67,-91,,,,,,,,,,-92,,,,-61,,-85,,-76,,,,,,,,,,,,-76,-86,,,-76,,,,-69,,,,,,,,,,,-93,,,,
,-66,-72,,,,,-86,,,,,,,,,,,-72,-91,,,,,,,,,,-92,,,,-73,,-85,,-76,,,,,,,,,,,,-77,-86,,,-77,,,,-65,,,,,,,,,,,-89,,,,
,-62,-72,,,,,-86,,,,,,,,,,,-73,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,-75,,,,-75,,,,-63,,,,,,,,,,,-89,,,,
,-65,-71,,,,,,,,,,,,,,,,-74,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-75,,,,-63,,,,,,,,,,,-88,,,,
,-62,-74,,,,,,,,,,,,,,,,-74,-83,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-74,,,,-63,,,,,,,,,,,-87,,,,
,-62,-74,,,,,,,,,,,,,,,,-74,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-73,,,,-66,,,,,,,,,,,-87,,,,
,-62,-74,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,-74,,,,-74,,,,-68,,,,,,,,,,,-87,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,-75,,,,-74,,,,-73,,,,,,,,,,,-89,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,-85,,-94,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-77,,,,-74,,,,-69,,,,,,,,,,,-87,,,,
,-65,-74,,,,,,,,,,,,,,,,-73,-83,,-94,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-77,,,,-75,,,,-69,,,,,,,,,,,-87,,,,
,-63,-73,,,,,,,,,,,,,,,,-73,-83,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-75,,,,-73,,,,-70,,,,,,,,,,,-87,,,,
,-65,-77,,,,,,,,,,,,,,,,-73,-84,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-73,,,,-73,,,,-64,,,,,,,,,,,-87,,,,
,-65,-77,,,,,,,,,,,,,,,,-73,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-73,,,,-64,,,,,,,,,,,-87,,,,
,-65,-74,,,,,,,,,,,,,,,,-73,,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-73,,,,-63,,,,,,,,,,,-87,,,,
,-62,-74,,,,,,,,,,,,,,,,-73,,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-73,,,,-63,,,,,,,,,,,-87,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-63,,,,,,,,,,,-87,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,-83,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-67,,,,,,,,,,,-87,,,,
,-64,-74,,,,,,,,,,,,,,,,-73,,,-94,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,-71,,,,-72,,,,-63,,,,,,,,,,,-89,,,,
,-65,-74,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,-74,,,,-74,,,,-68,,,,,,,,,,,-88,,,,
,-62,-75,,,,,,,,,,,,,,,,-73,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-75,,,,-64,,,,,,,,,,,-88,,,,
,-62,-75,,,,,,,,,,,,,,,,-73,-84,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-72,,,,,,,,,,,-88,,,,
,,-75,,,,,,,,,,,,,,,,-73,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-74,,,,-70,,,,,,,,,,,-86,,,,
,-65,-74,,,,,,,,,,,,,,,,-73,-83,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-73,,,,-75,,,,-64,,,,,,,,,,,-87,,,,
,-63,-75,,,,,,,,,,,,,,,,-73,-75,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-73,,,,-74,,,,-63,,,,,,,,,,,-87,,,,
,-63,-75,,,,,,,-92,,,,,,,,,-74,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-74,,,,-69,,,,,,,,,,,-87,,,,
,-63,-76,,,,,,,-92,,,,,,,,,-74,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,-73,,,,-64,,,,,,,,,,,-87,,,,
,-65,-76,,,,,,,,,,,,,,,,-74,-83,,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-73,,,,-76,,,,,,,,,,,-90,,,,
,-62,-76,,,,,,,,,,,,,,,,-74,-83,,-93,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-73,,,,-73,,,,-65,,,,,,,,,,,-88,,,,
,-63,-75,,,,,,,,,,-90,,,,,,-74,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-73,,,,-73,,,,-68,,,,,,,,,,,-88,,,,
,-63,-77,,,,,,,,,,-90,,,,,,-74,-87,,-92,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-73,,,,-73,,,,-64,,,,,,,,,,,-87,,,,
,-64,-74,,,,,,,,,,,,,,,,-74,-87,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-73,,,,-71,,,,,,,,,,,-87,,,,
,-66,-75,,,,,,,,,,,,,,,,-74,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,-73,,,,-70,,,,,,,,,,,-86,,,,
,-66,-76,,,,,,,,,,,,,,,,-74,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-75,,,,-70,,,,,,,,,,,-87,,,,
,-65,-75,,,,,,,,,,,,,,,,-74,-82,,-93,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-74,,,,-73,,,,-74,,,,,,,,,,,-87,,,,
,-65,-75,,,,,,,,,,,,,,,,-74,-82,,-93,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-76,,,,-75,,,,-66,,,,,,,,,,,-87,,,,
